taxonomy	C001	C008	C009	C010	C011	C014	C015	C016	C018	C019	C020	C021	C022	C023	C024	C025	C026	C027	C028	C029	C030	C031	C032	C033	C034	C035	C036	C037	C038	C039	C040	C041	C042	C043	C044	C045	C046	C047	C048	C049	C050	C051	C052	C053	C054	C055	C056	C057	C058	C059	C060	C061	C062	C063	C064	C065	C066	C067	C068	C069	C070	C071	C072	C073	C074	C076	C078	C079	C080	C081	C082	C084	C085	C086	C088	C089	C091	C092	C093
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436	0	0	0	0	0	0	0	0	0.04071	0	0	0	0	0	0	0	0	0	0	0	0	0.01338	0	0	0	0	0	0	0	0	0	0	0	0.07509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06508	0	0	0	0	0	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15326	0.08262	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28946	0	0	0	0	0	0	0	0	0.03319	0	0	0	0	0	0	0.00165	0	0	0	0	0.31073	0	0	0	0.0483	0.06864	0	0	0	0	0	0	0	0.09149	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0.00353	0	0	0.14182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31363	0.07476	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76351|o__OFGB76351|f__FGB76351|g__GGB28430	0	0	0	0	0	0	0	0	0.02355	0	0	0	0	0	0	0	1.78359	0	0	0	0.00508	0.57927	0	0.05071	0.11003	0.0692	0	0	0	0.24926	0	0	0	0.36483	0	0	0.24964	0	0	0	1.03774	0.34658	0.03098	0.39155	0	0	0	0	0	0.14616	0	0	2.37385	0.69283	0	0	0	0	0.01818	0	0.09804	0	0.08781	0	0	0	0.05524	0.21667	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698	0	0	0	0	0	0	0	0	0.02256	0	0	0	0	0	0	0.00875	0.01755	0	0.05899	0	0.01498	0.00597	0	0	0.01992	0	0	0	0	0	0	0	0.19243	0.03142	0	0	0	0	0	0.00845	0	0	0	0	0	0	0	0	0	0	0	0	0.02869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24223	0	0	0	0.09608	0.02951	0.12492	0.02848	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB28772	0	0	0	0	0	0	0	0	0.02201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02279	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76294|o__OFGB76294|f__FGB76294|g__GGB79703	0	0	0	0	0	0	0	0	0.02149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09265	0.1022	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27478	0	0	0	0	0	0	0	0	0.01868	0	0	0	0	0	0	0	0.02998	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02124	0	0	0	0	0.01637	0	0	0	0.03221	0	0	0.00881	0	0	0	0.14568	0	0	0	0	0	0.06511	0	0.00498	0	0	0	0	0	0.01632	0	0	0	0	0	0	0	1.0274	0.02892	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27788	0	0	0	0	0	0	0	0	0.00534	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00911	0	0	0	0	0	0.11823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB5213	0	0	0	0	0	0	0	0	0.00365	0	0.11588	0	0	0	0	0.15933	0.03339	0	0.11816	0	0.14788	0.0616	0	0.21114	0.05348	0.03136	0	0.04038	0	0	0	0	0	0.04731	0	0	0	0	0	0.07638	0	0.04166	0	0.10863	0	0.04088	0	0	0.0715	0.14401	0	0	0.01502	0	0	0.00843	0	0	0	0.02671	0.05855	0	0	0	0.1402	0	0.14701	0	0	0.00196	0.01573	0	0.00327	0.01981	0.11875	0.03945	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28807|s__GGB28807_SGB41461	0	0	0	0	0	0	0	0	1.88716	0.00201	0	0	0	0.08195	0.00267	0.05259	1.0236	0.03936	0.05455	0	0.00313	0.0233	0	0.82233	0.2439	0.78767	0.00791	0.00025	0	0.09602	0	0	0	0.13613	0.00601	0	0.62038	0	0	0.0323	0.63938	0.60387	0	1.56755	0	0.08072	0	0	0	0.67574	0	1.82123	0.04397	2.02983	0	0	0.61114	0	0.13126	0	0.75251	0.00315	0.00391	0	0	0	0.39317	0.14508	0	0	1.18211	0.01953	0	0	0	1.43993	0.04438	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB27873|s__GGB27873_SGB41457	0	0	0	0	0	0	0	0	0.48848	0	0	0	0	0	0	1.66291	0.31546	0.09719	0.07155	0	0.30649	0.21336	0.01325	2.35417	0.04277	0.09417	0.0033	0.00409	0	1.5353	0.03711	0.02214	0	0	0	0	0.54461	0	0.05459	0.23716	1.74926	0.37385	0	0	0	1.05247	0	0	0.00222	0.02387	0	0.11285	0.00273	0.0449	0	0	0.28446	0	0.33066	0	0.01291	0	1.81568	0.07846	0.00815	0	1.0885	0.58739	0	0	0	0.02807	1.787	1.74478	0.67521	0.61583	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656	0	0	0	0	0	0	0	0	0.35173	0.00637	0.26599	0	0.02332	0	0	0.27416	0.01965	0	0.01125	0	0.07561	0.07628	0	0.01688	0.24295	0.2138	0.02145	0.00706	0	0	0	0	0	0.19816	0	0	0	0	0	0.41599	0	0.00657	0.00026	0	0	0	0.14023	0.14667	0.0293	0.00557	0	0	0.01521	0	0.10976	0	0	0	0	0.03813	0	0	0.0557	0	0	0.08303	0.19569	0.19006	0	0.00021	0.07399	0	0.08159	0.09099	0.04733	0.02026	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28895|s__GGB28895_SGB41576	0	0	0	0	0	0	0	0	0.34678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08195	0	0	0	0	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1494|o__OFGB1494|f__FGB1494|g__GGB28785|s__GGB28785_SGB41438	0	0	0	0	0	0	0	0	0.22084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36465	0	0	0	0	0	0	0	0	0	0	0	0.95434	0	0	0	0	0	0	0	0	0	0	0.11151	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439|f__FGB28439|g__GGB28439|s__GGB28439_SGB41022	0	0	0	0	0	0	0	0	0.18379	0	0.10855	0	0	0	0	0.1433	0.00212	0	0	0	0.00951	0.00673	0	0.44015	0.01359	0	0	0	0	0.19973	0	0	0	0.13001	0	0	0.0374	0	0	0.85137	0.24909	0.01929	0.00617	0.01534	0.78401	0.028	0	0	0.01162	0.64656	0	0	0.36361	0.07166	0	0	0	0	0.59496	0	0.03327	0	0.68833	0.28153	0	0	0.00174	0.99387	0	0.01387	0.21019	0	0	0.02495	0.26981	0.10595	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB70448|s__GGB70448_SGB94871	0	0	0	0	0	0	0	0	0.13986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69733	0	0	1.09119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03928	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28861|s__GGB28861_SGB41531	0	0	0	0	0	0	0	0	0.09839	0	0	0	0	0	0	0	0	0	0	0	0	0.18764	0	0	0	0.07166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14431	0.02605	0	0	0	1.1933	0	0	0	0	0	0	0.03091	0.01056	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28399|s__GGB28399_SGB40980	0	0	0	0	0	0	0	0	0.08996	0	0	0	0	0	0	0.92762	8.87292	0.07666	0.0026	0	0.05794	0	0	0	0	0.09456	0	0	0	1.33693	0	0	0	0	0	0	0	0	0	0	0.34461	2.90972	0	1.31325	2.13313	0	0	0	0	0	0	0	0.53003	0.31191	0	0	0	0	0	0	0.52727	0	0	0	0	0	0.192	0	0	0	0	0	0.04281	0.88671	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519	0	0	0	0	0	0	0	0	0.05433	0	0.01987	0	0	0.21543	0	0.033	0.00614	0	0.03812	0	0.595	0	0	0.00646	0.26125	0.0354	0	0	0	0	0	0	0	0.16625	0	0	0	0	0	0	0	0	0.0104	0.00087	0	0.03433	0	0	0	0	0	0	1.04315	0	0	0	0	0	0	0	0	0.01233	0	0	0	0	0.04949	0	0	0	0.10836	0.05929	0	0.02082	0.04494	0.0943	0	0	0.00964
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019	0	0	0	0	0	0	0	0	0.04071	0	0	0	0	0	0	0	0	0	0	0	0	0.01338	0	0	0	0	0	0	0	0	0	0	0	0.07509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06508	0	0	0	0	0	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15326	0.08262	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28946|s__GGB28946_SGB41652	0	0	0	0	0	0	0	0	0.03319	0	0	0	0	0	0	0.00165	0	0	0	0	0.31073	0	0	0	0.0483	0.06864	0	0	0	0	0	0	0	0.09149	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0.00353	0	0	0.14182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31363	0.07476	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76351|o__OFGB76351|f__FGB76351|g__GGB28430|s__GGB28430_SGB41013	0	0	0	0	0	0	0	0	0.02355	0	0	0	0	0	0	0	1.78359	0	0	0	0.00508	0.57927	0	0.05071	0.11003	0.0692	0	0	0	0.24926	0	0	0	0.36483	0	0	0.24964	0	0	0	1.03774	0.34658	0.03098	0.39155	0	0	0	0	0	0.14616	0	0	2.37385	0.69283	0	0	0	0	0.01818	0	0.09804	0	0.08781	0	0	0	0.05524	0.21667	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545	0	0	0	0	0	0	0	0	0.02256	0	0	0	0	0	0	0.00875	0.01755	0	0.05899	0	0.01498	0.00597	0	0	0.01992	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0.00845	0	0	0	0	0	0	0	0	0	0	0	0	0.02869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24223	0	0	0	0.09608	0.02951	0.0225	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB28772|s__GGB28772_SGB41425	0	0	0	0	0	0	0	0	0.02201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02279	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76294|o__OFGB76294|f__FGB76294|g__GGB79703|s__GGB79703_SGB40800	0	0	0	0	0	0	0	0	0.02149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09265	0.1022	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30461|s__GGB30461_SGB63208	0	0	0	0	0	0	0	0	0.02067	0	0.09956	0	0	0	0	0	0.13621	0	0	0	0.00902	0.00646	0	0	0.00211	0.00594	0.34201	0	0	0.03764	0.00741	0	0	0.00553	0	0	0	0	0	0.00734	0.03236	0.19733	0.02125	0	0	0	0	0	0	0	0	0.00856	0.1045	0.71747	0.01193	0	0.00591	0	0	0	0.0352	0	0.14679	0	0	0.19751	0	0.01036	0	0	0.08123	0	0.05065	0.063	0.02384	0.03906	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB9318|o__OFGB9318|f__FGB9318|g__GGB27478|s__GGB27478_SGB39772	0	0	0	0	0	0	0	0	0.01868	0	0	0	0	0	0	0	0.02998	0	0	0	0	0.00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02124	0	0	0	0	0.01637	0	0	0	0.03221	0	0	0.00881	0	0	0	0.14568	0	0	0	0	0	0.06511	0	0.00498	0	0	0	0	0	0.01632	0	0	0	0	0	0	0	1.0274	0.02892	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_unclassified_SGB41492	0	0	0	0	0	0	0	0	0.01763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB8157|o__OFGB8157|f__FGB8157|g__GGB27485|s__GGB27485_SGB39781	0	0	0	0	0	0	0	0	0.01248	0	0	0	0	0	0	0.00481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB30451|s__GGB30451_SGB43508	0	0	0	0	0	0	0	0	0.00606	0	0	0	0	0	0	0.02825	0.01232	0	0.54121	0	0	0.02155	0	0	0.07151	0.06857	0	0	0	0.03964	0.0092	0	0	0.00735	0	0	0.03466	0	0	0	0.02953	0.04362	0	0	0	0.02442	0	0	0	0.00308	0	0	0	0.90347	0	0	0	0	0.31546	0	0	0	0.04718	0	0.13847	0	0	0.09374	0	0	0.03799	0	0.15219	0	0.12254	0.14515	0	0.00861	0.02889
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Muribaculaceae|g__Muribaculaceae_unclassified|s__Muribaculaceae_bacterium_Isolate_110_HZI	0	0	0	0	0	0	0	0	0.00549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03618	0.01857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14157	0.2031	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB27788|s__GGB27788_SGB40203	0	0	0	0	0	0	0	0	0.00534	0	0	0	0	0	0	0.00462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00911	0	0	0	0	0	0.11823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB8152|o__OFGB8152|f__FGB8152|g__GGB5213|s__GGB5213_SGB94872	0	0	0	0	0	0	0	0	0.00365	0	0.11588	0	0	0	0	0.15933	0.03339	0	0.11816	0	0.14788	0.0616	0	0.21114	0.05348	0.03136	0	0.04038	0	0	0	0	0	0.04731	0	0	0	0	0	0.07638	0	0.04166	0	0.10863	0	0.04088	0	0	0.0715	0.14401	0	0	0.01502	0	0	0.00843	0	0	0	0.02671	0.05855	0	0	0	0.1402	0	0.14701	0	0	0.00196	0.01573	0	0.00327	0.01981	0.11875	0.03945	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28418|s__GGB28418_SGB41000	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0	0.04422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08324	0.05082	0	0	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__Bacteria_unclassified|o__Bacteria_unclassified|f__Bacteria_unclassified|g__GGB28807|s__GGB28807_SGB41461|t__SGB41461	0	0	0	0	0	0	0	0	1.88716	0.00201	0	0	0	0.08195	0.00267	0.05259	1.0236	0.03936	0.05455	0	0.00313	0.0233	0	0.82233	0.2439	0.78767	0.00791	0.00025	0	0.09602	0	0	0	0.13613	0.00601	0	0.62038	0	0	0.0323	0.63938	0.60387	0	1.56755	0	0.08072	0	0	0	0.67574	0	1.82123	0.04397	2.02983	0	0	0.61114	0	0.13126	0	0.75251	0.00315	0.00391	0	0	0	0.39317	0.14508	0	0	1.18211	0.01953	0	0	0	1.43993	0.04438	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB27873|s__GGB27873_SGB41457|t__SGB41457	0	0	0	0	0	0	0	0	0.48848	0	0	0	0	0	0	1.66291	0.31546	0.09719	0.07155	0	0.30649	0.21336	0.01325	2.35417	0.04277	0.09417	0.0033	0.00409	0	1.5353	0.03711	0.02214	0	0	0	0	0.54461	0	0.05459	0.23716	1.74926	0.37385	0	0	0	1.05247	0	0	0.00222	0.02387	0	0.11285	0.00273	0.0449	0	0	0.28446	0	0.33066	0	0.01291	0	1.81568	0.07846	0.00815	0	1.0885	0.58739	0	0	0	0.02807	1.787	1.74478	0.67521	0.61583	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28908|s__GGB28908_SGB41656|t__SGB41656	0	0	0	0	0	0	0	0	0.35173	0.00637	0.26599	0	0.02332	0	0	0.27416	0.01965	0	0.01125	0	0.07561	0.07628	0	0.01688	0.24295	0.2138	0.02145	0.00706	0	0	0	0	0	0.19816	0	0	0	0	0	0.41599	0	0.00657	0.00026	0	0	0	0.14023	0.14667	0.0293	0.00557	0	0	0.01521	0	0.10976	0	0	0	0	0.03813	0	0	0.0557	0	0	0.08303	0.19569	0.19006	0	0.00021	0.07399	0	0.08159	0.09099	0.04733	0.02026	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB76064|o__OFGB76064|f__FGB76064|g__GGB28895|s__GGB28895_SGB41576|t__SGB41576	0	0	0	0	0	0	0	0	0.34678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08195	0	0	0	0	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1494|o__OFGB1494|f__FGB1494|g__GGB28785|s__GGB28785_SGB41438|t__SGB41438	0	0	0	0	0	0	0	0	0.22084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36465	0	0	0	0	0	0	0	0	0	0	0	0.95434	0	0	0	0	0	0	0	0	0	0	0.11151	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28439|o__OFGB28439|f__FGB28439|g__GGB28439|s__GGB28439_SGB41022|t__SGB41022	0	0	0	0	0	0	0	0	0.18379	0	0.10855	0	0	0	0	0.1433	0.00212	0	0	0	0.00951	0.00673	0	0.44015	0.01359	0	0	0	0	0.19973	0	0	0	0.13001	0	0	0.0374	0	0	0.85137	0.24909	0.01929	0.00617	0.01534	0.78401	0.028	0	0	0.01162	0.64656	0	0	0.36361	0.07166	0	0	0	0	0.59496	0	0.03327	0	0.68833	0.28153	0	0	0.00174	0.99387	0	0.01387	0.21019	0	0	0.02495	0.26981	0.10595	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__GGB70448|s__GGB70448_SGB94871|t__SGB94871	0	0	0	0	0	0	0	0	0.13986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69733	0	0	1.09119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03928	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB28877|o__OFGB28877|f__FGB28877|g__GGB28861|s__GGB28861_SGB41531|t__SGB41531	0	0	0	0	0	0	0	0	0.09839	0	0	0	0	0	0	0	0	0	0	0	0	0.18764	0	0	0	0.07166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14431	0.02605	0	0	0	1.1933	0	0	0	0	0	0	0.03091	0.01056	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76355|o__OFGB76355|f__FGB76355|g__GGB28399|s__GGB28399_SGB40980|t__SGB40980	0	0	0	0	0	0	0	0	0.08996	0	0	0	0	0	0	0.92762	8.87292	0.07666	0.0026	0	0.05794	0	0	0	0	0.09456	0	0	0	1.33693	0	0	0	0	0	0	0	0	0	0	0.34461	2.90972	0	1.31325	2.13313	0	0	0	0	0	0	0	0.53003	0.31191	0	0	0	0	0	0	0.52727	0	0	0	0	0	0.192	0	0	0	0	0	0.04281	0.88671	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76077|o__OFGB76077|f__FGB76077|g__GGB28853|s__GGB28853_SGB41519|t__SGB41519	0	0	0	0	0	0	0	0	0.05433	0	0.01987	0	0	0.21543	0	0.033	0.00614	0	0.03812	0	0.595	0	0	0.00646	0.26125	0.0354	0	0	0	0	0	0	0	0.16625	0	0	0	0	0	0	0	0	0.0104	0.00087	0	0.03433	0	0	0	0	0	0	1.04315	0	0	0	0	0	0	0	0	0.01233	0	0	0	0	0.04949	0	0	0	0.10836	0.05929	0	0.02082	0.04494	0.0943	0	0	0.00964
k__Bacteria|p__Firmicutes|c__CFGB9517|o__OFGB9517|f__FGB9517|g__GGB28436|s__GGB28436_SGB41019|t__SGB41019	0	0	0	0	0	0	0	0	0.04071	0	0	0	0	0	0	0	0	0	0	0	0	0.01338	0	0	0	0	0	0	0	0	0	0	0	0.07509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06508	0	0	0	0	0	0.14915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15326	0.08262	0	0	0
k__Bacteria|p__Bacteria_unclassified|c__CFGB9644|o__OFGB9644|f__FGB9644|g__GGB28946|s__GGB28946_SGB41652|t__SGB41652	0	0	0	0	0	0	0	0	0.03319	0	0	0	0	0	0	0.00165	0	0	0	0	0.31073	0	0	0	0.0483	0.06864	0	0	0	0	0	0	0	0.09149	0	0	0	0	0	0.0209	0	0	0	0	0	0	0	0	0	0.00353	0	0	0.14182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31363	0.07476	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76351|o__OFGB76351|f__FGB76351|g__GGB28430|s__GGB28430_SGB41013|t__SGB41013	0	0	0	0	0	0	0	0	0.02355	0	0	0	0	0	0	0	1.78359	0	0	0	0.00508	0.57927	0	0.05071	0.11003	0.0692	0	0	0	0.24926	0	0	0	0.36483	0	0	0.24964	0	0	0	1.03774	0.34658	0.03098	0.39155	0	0	0	0	0	0.14616	0	0	2.37385	0.69283	0	0	0	0	0.01818	0	0.09804	0	0.08781	0	0	0	0.05524	0.21667	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB76293|o__OFGB76293|f__FGB76293|g__GGB79698|s__GGB79698_SGB41545|t__SGB41545	0	0	0	0	0	0	0	0	0.02256	0	0	0	0	0	0	0.00875	0.01755	0	0.05899	0	0.01498	0.00597	0	0	0.01992	0	0	0	0	0	0	0	0	0.03142	0	0	0	0	0	0.00845	0	0	0	0	0	0	0	0	0	0	0	0	0.02869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24223	0	0	0	0.09608	0.02951	0.0225	0	0	0	0
k__Bacteria|p__Firmicutes|c__CFGB1670|o__OFGB1670|f__FGB1670|g__GGB28772|s__GGB28772_SGB41425|t__SGB41425	0	0	0	0	0	0	0	0	0.02201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02279	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__CFGB76294|o__OFGB76294|f__FGB76294|g__GGB79703|s__GGB79703_SGB40800|t__SGB40800	0	0	0	0	0	0	0	0	0.02149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09265	0.1022	0	0	0	0	0
